Datum von;Datum bis;Deutschland/Luxemburg [€/MWh] Berechnete Auflösungen;∅ Anrainer DE/LU [€/MWh] Berechnete Auflösungen;Belgien [€/MWh] Berechnete Auflösungen;Dänemark 1 [€/MWh] Berechnete Auflösungen;Dänemark 2 [€/MWh] Berechnete Auflösungen;Frankreich [€/MWh] Berechnete Auflösungen;Niederlande [€/MWh] Berechnete Auflösungen;Norwegen 2 [€/MWh] Berechnete Auflösungen;Österreich [€/MWh] Berechnete Auflösungen;Polen [€/MWh] Berechnete Auflösungen;Schweden 4 [€/MWh] Berechnete Auflösungen;Schweiz [€/MWh] Berechnete Auflösungen;Tschechien [€/MWh] Berechnete Auflösungen;DE/AT/LU [€/MWh] Berechnete Auflösungen;Italien (Nord) [€/MWh] Originalauflösungen;Slowenien [€/MWh] Berechnete Auflösungen;Ungarn [€/MWh] Berechnete Auflösungen
01.07.2024 00:00;01.07.2024 00:15;94,88;85,43;83,01;94,88;94,88;73,37;94,73;42,76;91,94;122,38;86,70;60,89;94,23;-;92,35;92,35;97,25
01.07.2024 00:15;01.07.2024 00:30;94,88;85,43;83,01;94,88;94,88;73,37;94,73;42,76;91,94;122,38;86,70;60,89;94,23;-;92,35;92,35;97,25
01.07.2024 00:30;01.07.2024 00:45;94,88;85,43;83,01;94,88;94,88;73,37;94,73;42,76;91,94;122,38;86,70;60,89;94,23;-;92,35;92,35;97,25
01.07.2024 00:45;01.07.2024 01:00;94,88;85,43;83,01;94,88;94,88;73,37;94,73;42,76;91,94;122,38;86,70;60,89;94,23;-;92,35;92,35;97,25
01.07.2024 01:00;01.07.2024 01:15;84,32;78,01;79,10;84,32;84,32;67,30;85,70;43,64;81,79;112,75;80,79;55,39;83,01;-;83,94;82,77;88,91
01.07.2024 01:15;01.07.2024 01:30;84,32;78,01;79,10;84,32;84,32;67,30;85,70;43,64;81,79;112,75;80,79;55,39;83,01;-;83,94;82,77;88,91
01.07.2024 01:30;01.07.2024 01:45;84,32;78,01;79,10;84,32;84,32;67,30;85,70;43,64;81,79;112,75;80,79;55,39;83,01;-;83,94;82,77;88,91
01.07.2024 01:45;01.07.2024 02:00;84,32;78,01;79,10;84,32;84,32;67,30;85,70;43,64;81,79;112,75;80,79;55,39;83,01;-;83,94;82,77;88,91
01.07.2024 02:00;01.07.2024 02:15;78,19;69,71;65,19;78,19;78,19;52,95;78,19;46,24;74,60;96,87;76,31;43,47;76,59;-;83,90;75,88;85,60
01.07.2024 02:15;01.07.2024 02:30;78,19;69,71;65,19;78,19;78,19;52,95;78,19;46,24;74,60;96,87;76,31;43,47;76,59;-;83,90;75,88;85,60
01.07.2024 02:30;01.07.2024 02:45;78,19;69,71;65,19;78,19;78,19;52,95;78,19;46,24;74,60;96,87;76,31;43,47;76,59;-;83,90;75,88;85,60
01.07.2024 02:45;01.07.2024 03:00;78,19;69,71;65,19;78,19;78,19;52,95;78,19;46,24;74,60;96,87;76,31;43,47;76,59;-;83,90;75,88;85,60
01.07.2024 03:00;01.07.2024 03:15;78,01;67,93;64,46;78,01;78,01;46,05;78,01;46,88;73,35;89,15;76,14;41,62;75,52;-;83,94;75,36;89,69
01.07.2024 03:15;01.07.2024 03:30;78,01;67,93;64,46;78,01;78,01;46,05;78,01;46,88;73,35;89,15;76,14;41,62;75,52;-;83,94;75,36;89,69
01.07.2024 03:30;01.07.2024 03:45;78,01;67,93;64,46;78,01;78,01;46,05;78,01;46,88;73,35;89,15;76,14;41,62;75,52;-;83,94;75,36;89,69
01.07.2024 03:45;01.07.2024 04:00;78,01;67,93;64,46;78,01;78,01;46,05;78,01;46,88;73,35;89,15;76,14;41,62;75,52;-;83,94;75,36;89,69
01.07.2024 04:00;01.07.2024 04:15;75,63;67,17;70,01;75,63;75,63;45,83;79,04;46,20;70,93;88,20;73,82;41,56;71,97;-;83,98;73,92;91,93
01.07.2024 04:15;01.07.2024 04:30;75,63;67,17;70,01;75,63;75,63;45,83;79,04;46,20;70,93;88,20;73,82;41,56;71,97;-;83,98;73,92;91,93
01.07.2024 04:30;01.07.2024 04:45;75,63;67,17;70,01;75,63;75,63;45,83;79,04;46,20;70,93;88,20;73,82;41,56;71,97;-;83,98;73,92;91,93
01.07.2024 04:45;01.07.2024 05:00;75,63;67,17;70,01;75,63;75,63;45,83;79,04;46,20;70,93;88,20;73,82;41,56;71,97;-;83,98;73,92;91,93
01.07.2024 05:00;01.07.2024 05:15;80,82;70,37;64,76;80,82;80,82;51,90;80,23;46,74;74,95;89,26;78,88;48,70;76,97;-;83,97;83,97;100,40
01.07.2024 05:15;01.07.2024 05:30;80,82;70,37;64,76;80,82;80,82;51,90;80,23;46,74;74,95;89,26;78,88;48,70;76,97;-;83,97;83,97;100,40
01.07.2024 05:30;01.07.2024 05:45;80,82;70,37;64,76;80,82;80,82;51,90;80,23;46,74;74,95;89,26;78,88;48,70;76,97;-;83,97;83,97;100,40
01.07.2024 05:45;01.07.2024 06:00;80,82;70,37;64,76;80,82;80,82;51,90;80,23;46,74;74,95;89,26;78,88;48,70;76,97;-;83,97;83,97;100,40
01.07.2024 06:00;01.07.2024 06:15;122,19;99,99;87,70;121,66;121,66;59,26;121,66;50,02;85,91;143,30;121,66;57,47;129,54;-;102,22;162,49;135,13
01.07.2024 06:15;01.07.2024 06:30;122,19;99,99;87,70;121,66;121,66;59,26;121,66;50,02;85,91;143,30;121,66;57,47;129,54;-;102,22;162,49;135,13
01.07.2024 06:30;01.07.2024 06:45;122,19;99,99;87,70;121,66;121,66;59,26;121,66;50,02;85,91;143,30;121,66;57,47;129,54;-;102,22;162,49;135,13
01.07.2024 06:45;01.07.2024 07:00;122,19;99,99;87,70;121,66;121,66;59,26;121,66;50,02;85,91;143,30;121,66;57,47;129,54;-;102,22;162,49;135,13
01.07.2024 07:00;01.07.2024 07:15;141,30;113,84;108,80;136,51;137,91;87,57;136,51;48,36;113,66;144,83;137,91;56,98;143,23;-;130,75;168,06;143,28
01.07.2024 07:15;01.07.2024 07:30;141,30;113,84;108,80;136,51;137,91;87,57;136,51;48,36;113,66;144,83;137,91;56,98;143,23;-;130,75;168,06;143,28
01.07.2024 07:30;01.07.2024 07:45;141,30;113,84;108,80;136,51;137,91;87,57;136,51;48,36;113,66;144,83;137,91;56,98;143,23;-;130,75;168,06;143,28
01.07.2024 07:45;01.07.2024 08:00;141,30;113,84;108,80;136,51;137,91;87,57;136,51;48,36;113,66;144,83;137,91;56,98;143,23;-;130,75;168,06;143,28
01.07.2024 08:00;01.07.2024 08:15;142,36;112,34;99,25;129,20;142,36;71,18;132,40;48,39;123,86;144,57;142,36;59,04;143,14;-;146,00;146,00;140,05
01.07.2024 08:15;01.07.2024 08:30;142,36;112,34;99,25;129,20;142,36;71,18;132,40;48,39;123,86;144,57;142,36;59,04;143,14;-;146,00;146,00;140,05
01.07.2024 08:30;01.07.2024 08:45;142,36;112,34;99,25;129,20;142,36;71,18;132,40;48,39;123,86;144,57;142,36;59,04;143,14;-;146,00;146,00;140,05
01.07.2024 08:45;01.07.2024 09:00;142,36;112,34;99,25;129,20;142,36;71,18;132,40;48,39;123,86;144,57;142,36;59,04;143,14;-;146,00;146,00;140,05
01.07.2024 09:00;01.07.2024 09:15;115,57;94,14;75,81;112,80;112,80;50,03;109,60;47,43;97,41;144,05;112,80;56,79;116,05;-;127,45;127,45;112,83
01.07.2024 09:15;01.07.2024 09:30;115,57;94,14;75,81;112,80;112,80;50,03;109,60;47,43;97,41;144,05;112,80;56,79;116,05;-;127,45;127,45;112,83
01.07.2024 09:30;01.07.2024 09:45;115,57;94,14;75,81;112,80;112,80;50,03;109,60;47,43;97,41;144,05;112,80;56,79;116,05;-;127,45;127,45;112,83
01.07.2024 09:45;01.07.2024 10:00;115,57;94,14;75,81;112,80;112,80;50,03;109,60;47,43;97,41;144,05;112,80;56,79;116,05;-;127,45;127,45;112,83
01.07.2024 10:00;01.07.2024 10:15;107,01;86,82;69,19;100,60;104,44;44,52;100,60;47,26;95,95;127,28;104,44;53,10;107,67;-;110,32;110,32;104,13
01.07.2024 10:15;01.07.2024 10:30;107,01;86,82;69,19;100,60;104,44;44,52;100,60;47,26;95,95;127,28;104,44;53,10;107,67;-;110,32;110,32;104,13
01.07.2024 10:30;01.07.2024 10:45;107,01;86,82;69,19;100,60;104,44;44,52;100,60;47,26;95,95;127,28;104,44;53,10;107,67;-;110,32;110,32;104,13
01.07.2024 10:45;01.07.2024 11:00;107,01;86,82;69,19;100,60;104,44;44,52;100,60;47,26;95,95;127,28;104,44;53,10;107,67;-;110,32;110,32;104,13
01.07.2024 11:00;01.07.2024 11:15;91,67;75,75;60,45;86,09;86,15;40,15;86,09;50,05;78,05;128,54;86,15;39,66;91,90;-;106,91;106,91;89,69
01.07.2024 11:15;01.07.2024 11:30;91,67;75,75;60,45;86,09;86,15;40,15;86,09;50,05;78,05;128,54;86,15;39,66;91,90;-;106,91;106,91;89,69
01.07.2024 11:30;01.07.2024 11:45;91,67;75,75;60,45;86,09;86,15;40,15;86,09;50,05;78,05;128,54;86,15;39,66;91,90;-;106,91;106,91;89,69
01.07.2024 11:45;01.07.2024 12:00;91,67;75,75;60,45;86,09;86,15;40,15;86,09;50,05;78,05;128,54;86,15;39,66;91,90;-;106,91;106,91;89,69
01.07.2024 12:00;01.07.2024 12:15;77,38;66,04;54,39;66,13;66,13;39,71;73,79;49,90;74,31;117,28;66,13;39,60;79,06;-;104,46;84,13;84,85
01.07.2024 12:15;01.07.2024 12:30;77,38;66,04;54,39;66,13;66,13;39,71;73,79;49,90;74,31;117,28;66,13;39,60;79,06;-;104,46;84,13;84,85
01.07.2024 12:30;01.07.2024 12:45;77,38;66,04;54,39;66,13;66,13;39,71;73,79;49,90;74,31;117,28;66,13;39,60;79,06;-;104,46;84,13;84,85
01.07.2024 12:45;01.07.2024 13:00;77,38;66,04;54,39;66,13;66,13;39,71;73,79;49,90;74,31;117,28;66,13;39,60;79,06;-;104,46;84,13;84,85
01.07.2024 13:00;01.07.2024 13:15;69,90;56,63;48,44;42,72;42,72;35,00;66,63;40,48;74,45;116,76;42,72;39,54;73,47;-;103,13;75,98;89,27
01.07.2024 13:15;01.07.2024 13:30;69,90;56,63;48,44;42,72;42,72;35,00;66,63;40,48;74,45;116,76;42,72;39,54;73,47;-;103,13;75,98;89,27
01.07.2024 13:30;01.07.2024 13:45;69,90;56,63;48,44;42,72;42,72;35,00;66,63;40,48;74,45;116,76;42,72;39,54;73,47;-;103,13;75,98;89,27
01.07.2024 13:45;01.07.2024 14:00;69,90;56,63;48,44;42,72;42,72;35,00;66,63;40,48;74,45;116,76;42,72;39,54;73,47;-;103,13;75,98;89,27
01.07.2024 14:00;01.07.2024 14:15;39,92;47,98;27,51;34,66;34,66;21,17;37,74;34,66;70,94;136,40;32,41;39,50;58,08;-;102,00;81,82;89,63
01.07.2024 14:15;01.07.2024 14:30;39,92;47,98;27,51;34,66;34,66;21,17;37,74;34,66;70,94;136,40;32,41;39,50;58,08;-;102,00;81,82;89,63
01.07.2024 14:30;01.07.2024 14:45;39,92;47,98;27,51;34,66;34,66;21,17;37,74;34,66;70,94;136,40;32,41;39,50;58,08;-;102,00;81,82;89,63
01.07.2024 14:45;01.07.2024 15:00;39,92;47,98;27,51;34,66;34,66;21,17;37,74;34,66;70,94;136,40;32,41;39,50;58,08;-;102,00;81,82;89,63
01.07.2024 15:00;01.07.2024 15:15;34,61;45,66;20,49;32,55;33,78;15,02;29,46;32,55;69,46;124,11;33,78;31,30;79,74;-;111,91;79,72;110,46
01.07.2024 15:15;01.07.2024 15:30;34,61;45,66;20,49;32,55;33,78;15,02;29,46;32,55;69,46;124,11;33,78;31,30;79,74;-;111,91;79,72;110,46
01.07.2024 15:30;01.07.2024 15:45;34,61;45,66;20,49;32,55;33,78;15,02;29,46;32,55;69,46;124,11;33,78;31,30;79,74;-;111,91;79,72;110,46
01.07.2024 15:45;01.07.2024 16:00;34,61;45,66;20,49;32,55;33,78;15,02;29,46;32,55;69,46;124,11;33,78;31,30;79,74;-;111,91;79,72;110,46
01.07.2024 16:00;01.07.2024 16:15;37,63;51,16;18,13;31,06;36,73;10,15;31,06;34,87;70,98;177,04;36,73;25,47;90,57;-;114,32;97,92;122,29
01.07.2024 16:15;01.07.2024 16:30;37,63;51,16;18,13;31,06;36,73;10,15;31,06;34,87;70,98;177,04;36,73;25,47;90,57;-;114,32;97,92;122,29
01.07.2024 16:30;01.07.2024 16:45;37,63;51,16;18,13;31,06;36,73;10,15;31,06;34,87;70,98;177,04;36,73;25,47;90,57;-;114,32;97,92;122,29
01.07.2024 16:45;01.07.2024 17:00;37,63;51,16;18,13;31,06;36,73;10,15;31,06;34,87;70,98;177,04;36,73;25,47;90,57;-;114,32;97,92;122,29
01.07.2024 17:00;01.07.2024 17:15;62,20;68,00;34,94;55,00;60,71;21,17;55,00;42,54;85,97;200,90;60,71;29,84;101,22;-;118,64;118,64;183,96
01.07.2024 17:15;01.07.2024 17:30;62,20;68,00;34,94;55,00;60,71;21,17;55,00;42,54;85,97;200,90;60,71;29,84;101,22;-;118,64;118,64;183,96
01.07.2024 17:30;01.07.2024 17:45;62,20;68,00;34,94;55,00;60,71;21,17;55,00;42,54;85,97;200,90;60,71;29,84;101,22;-;118,64;118,64;183,96
01.07.2024 17:45;01.07.2024 18:00;62,20;68,00;34,94;55,00;60,71;21,17;55,00;42,54;85,97;200,90;60,71;29,84;101,22;-;118,64;118,64;183,96
01.07.2024 18:00;01.07.2024 18:15;78,04;89,14;52,14;72,24;76,17;39,65;71,91;43,55;87,95;278,07;76,17;42,80;139,84;-;124,11;193,61;210,84
01.07.2024 18:15;01.07.2024 18:30;78,04;89,14;52,14;72,24;76,17;39,65;71,91;43,55;87,95;278,07;76,17;42,80;139,84;-;124,11;193,61;210,84
01.07.2024 18:30;01.07.2024 18:45;78,04;89,14;52,14;72,24;76,17;39,65;71,91;43,55;87,95;278,07;76,17;42,80;139,84;-;124,11;193,61;210,84
01.07.2024 18:45;01.07.2024 19:00;78,04;89,14;52,14;72,24;76,17;39,65;71,91;43,55;87,95;278,07;76,17;42,80;139,84;-;124,11;193,61;210,84
01.07.2024 19:00;01.07.2024 19:15;102,47;105,67;70,21;98,38;100,01;49,28;98,72;47,67;90,91;312,92;100,01;50,04;144,20;-;143,53;171,51;303,95
01.07.2024 19:15;01.07.2024 19:30;102,47;105,67;70,21;98,38;100,01;49,28;98,72;47,67;90,91;312,92;100,01;50,04;144,20;-;143,53;171,51;303,95
01.07.2024 19:30;01.07.2024 19:45;102,47;105,67;70,21;98,38;100,01;49,28;98,72;47,67;90,91;312,92;100,01;50,04;144,20;-;143,53;171,51;303,95
01.07.2024 19:45;01.07.2024 20:00;102,47;105,67;70,21;98,38;100,01;49,28;98,72;47,67;90,91;312,92;100,01;50,04;144,20;-;143,53;171,51;303,95
01.07.2024 20:00;01.07.2024 20:15;166,79;136,00;107,95;106,07;162,79;71,18;162,52;48,39;90,03;337,16;162,79;52,71;194,37;-;146,78;383,90;341,13
01.07.2024 20:15;01.07.2024 20:30;166,79;136,00;107,95;106,07;162,79;71,18;162,52;48,39;90,03;337,16;162,79;52,71;194,37;-;146,78;383,90;341,13
01.07.2024 20:30;01.07.2024 20:45;166,79;136,00;107,95;106,07;162,79;71,18;162,52;48,39;90,03;337,16;162,79;52,71;194,37;-;146,78;383,90;341,13
01.07.2024 20:45;01.07.2024 21:00;166,79;136,00;107,95;106,07;162,79;71,18;162,52;48,39;90,03;337,16;162,79;52,71;194,37;-;146,78;383,90;341,13
01.07.2024 21:00;01.07.2024 21:15;129,10;118,68;99,96;126,00;126,00;80,79;126,36;50,04;105,04;260,69;126,00;54,64;150,00;-;125,32;176,32;286,66
01.07.2024 21:15;01.07.2024 21:30;129,10;118,68;99,96;126,00;126,00;80,79;126,36;50,04;105,04;260,69;126,00;54,64;150,00;-;125,32;176,32;286,66
01.07.2024 21:30;01.07.2024 21:45;129,10;118,68;99,96;126,00;126,00;80,79;126,36;50,04;105,04;260,69;126,00;54,64;150,00;-;125,32;176,32;286,66
01.07.2024 21:45;01.07.2024 22:00;129,10;118,68;99,96;126,00;126,00;80,79;126,36;50,04;105,04;260,69;126,00;54,64;150,00;-;125,32;176,32;286,66
01.07.2024 22:00;01.07.2024 22:15;107,51;103,51;102,56;104,93;104,93;99,26;108,20;47,76;108,26;191,17;104,93;54,54;112,08;-;108,26;129,55;200,06
01.07.2024 22:15;01.07.2024 22:30;107,51;103,51;102,56;104,93;104,93;99,26;108,20;47,76;108,26;191,17;104,93;54,54;112,08;-;108,26;129,55;200,06
01.07.2024 22:30;01.07.2024 22:45;107,51;103,51;102,56;104,93;104,93;99,26;108,20;47,76;108,26;191,17;104,93;54,54;112,08;-;108,26;129,55;200,06
01.07.2024 22:45;01.07.2024 23:00;107,51;103,51;102,56;104,93;104,93;99,26;108,20;47,76;108,26;191,17;104,93;54,54;112,08;-;108,26;129,55;200,06
01.07.2024 23:00;01.07.2024 23:15;87,88;84,41;87,18;87,65;87,65;87,46;87,65;44,19;88,77;140,19;85,77;51,70;80,35;-;105,86;105,86;179,03
01.07.2024 23:15;01.07.2024 23:30;87,88;84,41;87,18;87,65;87,65;87,46;87,65;44,19;88,77;140,19;85,77;51,70;80,35;-;105,86;105,86;179,03
01.07.2024 23:30;01.07.2024 23:45;87,88;84,41;87,18;87,65;87,65;87,46;87,65;44,19;88,77;140,19;85,77;51,70;80,35;-;105,86;105,86;179,03
01.07.2024 23:45;02.07.2024 00:00;87,88;84,41;87,18;87,65;87,65;87,46;87,65;44,19;88,77;140,19;85,77;51,70;80,35;-;105,86;105,86;179,03
02.07.2024 00:00;02.07.2024 00:15;81,59;80,59;80,00;79,63;79,63;65,53;83,00;47,34;78,41;166,91;79,63;49,40;77,04;-;101,82;81,99;103,07
02.07.2024 00:15;02.07.2024 00:30;81,59;80,59;80,00;79,63;79,63;65,53;83,00;47,34;78,41;166,91;79,63;49,40;77,04;-;101,82;81,99;103,07
02.07.2024 00:30;02.07.2024 00:45;81,59;80,59;80,00;79,63;79,63;65,53;83,00;47,34;78,41;166,91;79,63;49,40;77,04;-;101,82;81,99;103,07
02.07.2024 00:45;02.07.2024 01:00;81,59;80,59;80,00;79,63;79,63;65,53;83,00;47,34;78,41;166,91;79,63;49,40;77,04;-;101,82;81,99;103,07
02.07.2024 01:00;02.07.2024 01:15;79,93;69,79;61,60;61,99;61,99;49,90;76,36;47,42;75,75;146,41;61,99;48,46;75,80;-;97,89;78,84;103,33
02.07.2024 01:15;02.07.2024 01:30;79,93;69,79;61,60;61,99;61,99;49,90;76,36;47,42;75,75;146,41;61,99;48,46;75,80;-;97,89;78,84;103,33
02.07.2024 01:30;02.07.2024 01:45;79,93;69,79;61,60;61,99;61,99;49,90;76,36;47,42;75,75;146,41;61,99;48,46;75,80;-;97,89;78,84;103,33
02.07.2024 01:45;02.07.2024 02:00;79,93;69,79;61,60;61,99;61,99;49,90;76,36;47,42;75,75;146,41;61,99;48,46;75,80;-;97,89;78,84;103,33
02.07.2024 02:00;02.07.2024 02:15;82,07;64,03;53,16;50,39;50,39;34,63;76,38;46,77;76,61;137,71;50,39;48,06;79,89;-;90,50;77,63;98,53
02.07.2024 02:15;02.07.2024 02:30;82,07;64,03;53,16;50,39;50,39;34,63;76,38;46,77;76,61;137,71;50,39;48,06;79,89;-;90,50;77,63;98,53
02.07.2024 02:30;02.07.2024 02:45;82,07;64,03;53,16;50,39;50,39;34,63;76,38;46,77;76,61;137,71;50,39;48,06;79,89;-;90,50;77,63;98,53
02.07.2024 02:45;02.07.2024 03:00;82,07;64,03;53,16;50,39;50,39;34,63;76,38;46,77;76,61;137,71;50,39;48,06;79,89;-;90,50;77,63;98,53
02.07.2024 03:00;02.07.2024 03:15;80,95;63,52;54,48;54,01;54,01;37,52;75,74;46,02;76,94;129,17;54,01;36,78;80,01;-;90,00;77,50;91,75
02.07.2024 03:15;02.07.2024 03:30;80,95;63,52;54,48;54,01;54,01;37,52;75,74;46,02;76,94;129,17;54,01;36,78;80,01;-;90,00;77,50;91,75
02.07.2024 03:30;02.07.2024 03:45;80,95;63,52;54,48;54,01;54,01;37,52;75,74;46,02;76,94;129,17;54,01;36,78;80,01;-;90,00;77,50;91,75
02.07.2024 03:45;02.07.2024 04:00;80,95;63,52;54,48;54,01;54,01;37,52;75,74;46,02;76,94;129,17;54,01;36,78;80,01;-;90,00;77,50;91,75
02.07.2024 04:00;02.07.2024 04:15;81,99;60,63;53,44;46,12;46,12;35,15;76,37;44,79;79,15;121,81;46,12;35,29;82,60;-;90,00;79,22;88,60
02.07.2024 04:15;02.07.2024 04:30;81,99;60,63;53,44;46,12;46,12;35,15;76,37;44,79;79,15;121,81;46,12;35,29;82,60;-;90,00;79,22;88,60
02.07.2024 04:30;02.07.2024 04:45;81,99;60,63;53,44;46,12;46,12;35,15;76,37;44,79;79,15;121,81;46,12;35,29;82,60;-;90,00;79,22;88,60
02.07.2024 04:45;02.07.2024 05:00;81,99;60,63;53,44;46,12;46,12;35,15;76,37;44,79;79,15;121,81;46,12;35,29;82,60;-;90,00;79,22;88,60
02.07.2024 05:00;02.07.2024 05:15;81,99;62,94;57,05;50,82;50,82;41,07;77,09;45,15;77,11;125,15;50,82;37,79;79,51;-;93,88;78,50;98,87
02.07.2024 05:15;02.07.2024 05:30;81,99;62,94;57,05;50,82;50,82;41,07;77,09;45,15;77,11;125,15;50,82;37,79;79,51;-;93,88;78,50;98,87
02.07.2024 05:30;02.07.2024 05:45;81,99;62,94;57,05;50,82;50,82;41,07;77,09;45,15;77,11;125,15;50,82;37,79;79,51;-;93,88;78,50;98,87
02.07.2024 05:45;02.07.2024 06:00;81,99;62,94;57,05;50,82;50,82;41,07;77,09;45,15;77,11;125,15;50,82;37,79;79,51;-;93,88;78,50;98,87
02.07.2024 06:00;02.07.2024 06:15;96,50;78,34;70,00;69,46;76,60;52,97;91,60;45,14;85,01;149,61;76,60;50,70;94,09;-;106,46;106,46;120,98
02.07.2024 06:15;02.07.2024 06:30;96,50;78,34;70,00;69,46;76,60;52,97;91,60;45,14;85,01;149,61;76,60;50,70;94,09;-;106,46;106,46;120,98
02.07.2024 06:30;02.07.2024 06:45;96,50;78,34;70,00;69,46;76,60;52,97;91,60;45,14;85,01;149,61;76,60;50,70;94,09;-;106,46;106,46;120,98
02.07.2024 06:45;02.07.2024 07:00;96,50;78,34;70,00;69,46;76,60;52,97;91,60;45,14;85,01;149,61;76,60;50,70;94,09;-;106,46;106,46;120,98
02.07.2024 07:00;02.07.2024 07:15;100,69;84,08;89,03;66,52;98,27;81,82;98,23;38,28;95,98;106,69;98,27;50,70;101,14;-;111,33;102,51;99,79
02.07.2024 07:15;02.07.2024 07:30;100,69;84,08;89,03;66,52;98,27;81,82;98,23;38,28;95,98;106,69;98,27;50,70;101,14;-;111,33;102,51;99,79
02.07.2024 07:30;02.07.2024 07:45;100,69;84,08;89,03;66,52;98,27;81,82;98,23;38,28;95,98;106,69;98,27;50,70;101,14;-;111,33;102,51;99,79
02.07.2024 07:45;02.07.2024 08:00;100,69;84,08;89,03;66,52;98,27;81,82;98,23;38,28;95,98;106,69;98,27;50,70;101,14;-;111,33;102,51;99,79
02.07.2024 08:00;02.07.2024 08:15;101,27;90,84;101,56;81,96;98,84;92,99;102,84;37,95;90,98;142,06;98,84;50,71;100,55;-;120,00;120,00;101,14
02.07.2024 08:15;02.07.2024 08:30;101,27;90,84;101,56;81,96;98,84;92,99;102,84;37,95;90,98;142,06;98,84;50,71;100,55;-;120,00;120,00;101,14
02.07.2024 08:30;02.07.2024 08:45;101,27;90,84;101,56;81,96;98,84;92,99;102,84;37,95;90,98;142,06;98,84;50,71;100,55;-;120,00;120,00;101,14
02.07.2024 08:45;02.07.2024 09:00;101,27;90,84;101,56;81,96;98,84;92,99;102,84;37,95;90,98;142,06;98,84;50,71;100,55;-;120,00;120,00;101,14
02.07.2024 09:00;02.07.2024 09:15;87,50;74,57;78,92;66,90;85,40;51,20;100,00;38,11;70,77;107,38;85,40;49,50;86,72;-;107,13;107,13;85,34
02.07.2024 09:15;02.07.2024 09:30;87,50;74,57;78,92;66,90;85,40;51,20;100,00;38,11;70,77;107,38;85,40;49,50;86,72;-;107,13;107,13;85,34
02.07.2024 09:30;02.07.2024 09:45;87,50;74,57;78,92;66,90;85,40;51,20;100,00;38,11;70,77;107,38;85,40;49,50;86,72;-;107,13;107,13;85,34
02.07.2024 09:45;02.07.2024 10:00;87,50;74,57;78,92;66,90;85,40;51,20;100,00;38,11;70,77;107,38;85,40;49,50;86,72;-;107,13;107,13;85,34
02.07.2024 10:00;02.07.2024 10:15;83,11;66,32;82,70;39,30;81,12;48,63;87,81;36,21;66,91;83,60;81,12;40,08;82,05;-;102,13;102,13;81,29
02.07.2024 10:15;02.07.2024 10:30;83,11;66,32;82,70;39,30;81,12;48,63;87,81;36,21;66,91;83,60;81,12;40,08;82,05;-;102,13;102,13;81,29
02.07.2024 10:30;02.07.2024 10:45;83,11;66,32;82,70;39,30;81,12;48,63;87,81;36,21;66,91;83,60;81,12;40,08;82,05;-;102,13;102,13;81,29
02.07.2024 10:45;02.07.2024 11:00;83,11;66,32;82,70;39,30;81,12;48,63;87,81;36,21;66,91;83,60;81,12;40,08;82,05;-;102,13;102,13;81,29
02.07.2024 11:00;02.07.2024 11:15;74,56;59,81;69,55;35,58;72,77;47,16;71,00;35,58;67,35;74,77;72,77;37,14;74,29;-;97,23;97,23;76,37
02.07.2024 11:15;02.07.2024 11:30;74,56;59,81;69,55;35,58;72,77;47,16;71,00;35,58;67,35;74,77;72,77;37,14;74,29;-;97,23;97,23;76,37
02.07.2024 11:30;02.07.2024 11:45;74,56;59,81;69,55;35,58;72,77;47,16;71,00;35,58;67,35;74,77;72,77;37,14;74,29;-;97,23;97,23;76,37
02.07.2024 11:45;02.07.2024 12:00;74,56;59,81;69,55;35,58;72,77;47,16;71,00;35,58;67,35;74,77;72,77;37,14;74,29;-;97,23;97,23;76,37
02.07.2024 12:00;02.07.2024 12:15;72,72;55,35;58,86;35,33;70,98;26,79;63,75;35,33;70,96;73,10;70,98;29,64;73,17;-;90,56;89,95;75,41
02.07.2024 12:15;02.07.2024 12:30;72,72;55,35;58,86;35,33;70,98;26,79;63,75;35,33;70,96;73,10;70,98;29,64;73,17;-;90,56;89,95;75,41
02.07.2024 12:30;02.07.2024 12:45;72,72;55,35;58,86;35,33;70,98;26,79;63,75;35,33;70,96;73,10;70,98;29,64;73,17;-;90,56;89,95;75,41
02.07.2024 12:45;02.07.2024 13:00;72,72;55,35;58,86;35,33;70,98;26,79;63,75;35,33;70,96;73,10;70,98;29,64;73,17;-;90,56;89,95;75,41
02.07.2024 13:00;02.07.2024 13:15;69,16;53,05;55,58;34,59;67,50;24,99;60,36;34,59;70,96;71,04;67,50;26,15;70,28;-;90,00;72,87;76,54
02.07.2024 13:15;02.07.2024 13:30;69,16;53,05;55,58;34,59;67,50;24,99;60,36;34,59;70,96;71,04;67,50;26,15;70,28;-;90,00;72,87;76,54
02.07.2024 13:30;02.07.2024 13:45;69,16;53,05;55,58;34,59;67,50;24,99;60,36;34,59;70,96;71,04;67,50;26,15;70,28;-;90,00;72,87;76,54
02.07.2024 13:45;02.07.2024 14:00;69,16;53,05;55,58;34,59;67,50;24,99;60,36;34,59;70,96;71,04;67,50;26,15;70,28;-;90,00;72,87;76,54
02.07.2024 14:00;02.07.2024 14:15;60,93;46,60;47,69;33,92;59,47;17,95;52,32;33,92;64,11;63,97;59,47;18,31;61,47;-;90,00;65,05;61,19
02.07.2024 14:15;02.07.2024 14:30;60,93;46,60;47,69;33,92;59,47;17,95;52,32;33,92;64,11;63,97;59,47;18,31;61,47;-;90,00;65,05;61,19
