Datum von;Datum bis;Deutschland/Luxemburg [€/MWh] Berechnete Auflösungen;∅ Anrainer DE/LU [€/MWh] Berechnete Auflösungen;Belgien [€/MWh] Berechnete Auflösungen;Dänemark 1 [€/MWh] Berechnete Auflösungen;Dänemark 2 [€/MWh] Berechnete Auflösungen;Frankreich [€/MWh] Berechnete Auflösungen;Niederlande [€/MWh] Berechnete Auflösungen;Norwegen 2 [€/MWh] Berechnete Auflösungen;Österreich [€/MWh] Berechnete Auflösungen;Polen [€/MWh] Berechnete Auflösungen;Schweden 4 [€/MWh] Berechnete Auflösungen;Schweiz [€/MWh] Berechnete Auflösungen;Tschechien [€/MWh] Berechnete Auflösungen;DE/AT/LU [€/MWh] Berechnete Auflösungen;Italien (Nord) [€/MWh] Originalauflösungen;Slowenien [€/MWh] Berechnete Auflösungen;Ungarn [€/MWh] Berechnete Auflösungen
13.08.2024 13:30;13.08.2024 13:45;40,37;35,10;41,69;40,37;40,37;43,87;40,50;40,12;53,91;-10,04;17,93;32,26;45,13;-;114,50;71,39;90,64
13.08.2024 13:45;13.08.2024 14:00;40,37;35,10;41,69;40,37;40,37;43,87;40,50;40,12;53,91;-10,04;17,93;32,26;45,13;-;114,50;71,39;90,64
13.08.2024 14:00;13.08.2024 14:15;47,96;42,07;49,06;47,86;47,86;50,97;48,00;45,55;62,99;0,85;18,72;38,21;52,69;-;115,69;72,37;94,28
13.08.2024 14:15;13.08.2024 14:30;47,96;42,07;49,06;47,86;47,86;50,97;48,00;45,55;62,99;0,85;18,72;38,21;52,69;-;115,69;72,37;94,28
13.08.2024 14:30;13.08.2024 14:45;47,96;42,07;49,06;47,86;47,86;50,97;48,00;45,55;62,99;0,85;18,72;38,21;52,69;-;115,69;72,37;94,28
13.08.2024 14:45;13.08.2024 15:00;47,96;42,07;49,06;47,86;47,86;50,97;48,00;45,55;62,99;0,85;18,72;38,21;52,69;-;115,69;72,37;94,28
13.08.2024 15:00;13.08.2024 15:15;64,15;51,11;65,07;38,21;38,21;66,73;64,16;48,72;78,24;21,19;21,19;51,64;68,86;-;119,50;85,49;108,28
13.08.2024 15:15;13.08.2024 15:30;64,15;51,11;65,07;38,21;38,21;66,73;64,16;48,72;78,24;21,19;21,19;51,64;68,86;-;119,50;85,49;108,28
13.08.2024 15:30;13.08.2024 15:45;64,15;51,11;65,07;38,21;38,21;66,73;64,16;48,72;78,24;21,19;21,19;51,64;68,86;-;119,50;85,49;108,28
13.08.2024 15:45;13.08.2024 16:00;64,15;51,11;65,07;38,21;38,21;66,73;64,16;48,72;78,24;21,19;21,19;51,64;68,86;-;119,50;85,49;108,28
13.08.2024 16:00;13.08.2024 16:15;86,00;71,24;82,38;63,03;63,03;80,05;85,10;49,59;102,19;64,48;33,40;69,14;91,21;-;125,89;112,21;140,09
13.08.2024 16:15;13.08.2024 16:30;86,00;71,24;82,38;63,03;63,03;80,05;85,10;49,59;102,19;64,48;33,40;69,14;91,21;-;125,89;112,21;140,09
13.08.2024 16:30;13.08.2024 16:45;86,00;71,24;82,38;63,03;63,03;80,05;85,10;49,59;102,19;64,48;33,40;69,14;91,21;-;125,89;112,21;140,09
13.08.2024 16:45;13.08.2024 17:00;86,00;71,24;82,38;63,03;63,03;80,05;85,10;49,59;102,19;64,48;33,40;69,14;91,21;-;125,89;112,21;140,09
13.08.2024 17:00;13.08.2024 17:15;105,00;91,39;93,94;105,00;105,00;84,50;102,93;52,48;120,40;87,61;87,61;61,09;104,72;-;128,55;139,02;171,39
13.08.2024 17:15;13.08.2024 17:30;105,00;91,39;93,94;105,00;105,00;84,50;102,93;52,48;120,40;87,61;87,61;61,09;104,72;-;128,55;139,02;171,39
13.08.2024 17:30;13.08.2024 17:45;105,00;91,39;93,94;105,00;105,00;84,50;102,93;52,48;120,40;87,61;87,61;61,09;104,72;-;128,55;139,02;171,39
13.08.2024 17:45;13.08.2024 18:00;105,00;91,39;93,94;105,00;105,00;84,50;102,93;52,48;120,40;87,61;87,61;61,09;104,72;-;128,55;139,02;171,39
13.08.2024 18:00;13.08.2024 18:15;121,04;109,54;107,17;118,30;118,30;96,02;118,30;52,84;120,10;142,18;118,13;64,54;149,04;-;142,56;286,14;248,48
13.08.2024 18:15;13.08.2024 18:30;121,04;109,54;107,17;118,30;118,30;96,02;118,30;52,84;120,10;142,18;118,13;64,54;149,04;-;142,56;286,14;248,48
13.08.2024 18:30;13.08.2024 18:45;121,04;109,54;107,17;118,30;118,30;96,02;118,30;52,84;120,10;142,18;118,13;64,54;149,04;-;142,56;286,14;248,48
13.08.2024 18:45;13.08.2024 19:00;121,04;109,54;107,17;118,30;118,30;96,02;118,30;52,84;120,10;142,18;118,13;64,54;149,04;-;142,56;286,14;248,48
13.08.2024 19:00;13.08.2024 19:15;202,72;149,77;149,78;189,46;189,46;101,51;189,46;52,98;121,94;201,11;189,46;58,60;203,73;-;175,00;359,83;309,77
13.08.2024 19:15;13.08.2024 19:30;202,72;149,77;149,78;189,46;189,46;101,51;189,46;52,98;121,94;201,11;189,46;58,60;203,73;-;175,00;359,83;309,77
13.08.2024 19:30;13.08.2024 19:45;202,72;149,77;149,78;189,46;189,46;101,51;189,46;52,98;121,94;201,11;189,46;58,60;203,73;-;175,00;359,83;309,77
13.08.2024 19:45;13.08.2024 20:00;202,72;149,77;149,78;189,46;189,46;101,51;189,46;52,98;121,94;201,11;189,46;58,60;203,73;-;175,00;359,83;309,77
13.08.2024 20:00;13.08.2024 20:15;205,35;136,78;154,60;192,84;192,84;108,29;192,84;52,47;121,96;202,93;20,80;58,60;206,44;-;179,00;373,51;320,90
13.08.2024 20:15;13.08.2024 20:30;205,35;136,78;154,60;192,84;192,84;108,29;192,84;52,47;121,96;202,93;20,80;58,60;206,44;-;179,00;373,51;320,90
13.08.2024 20:30;13.08.2024 20:45;205,35;136,78;154,60;192,84;192,84;108,29;192,84;52,47;121,96;202,93;20,80;58,60;206,44;-;179,00;373,51;320,90
13.08.2024 20:45;13.08.2024 21:00;205,35;136,78;154,60;192,84;192,84;108,29;192,84;52,47;121,96;202,93;20,80;58,60;206,44;-;179,00;373,51;320,90
13.08.2024 21:00;13.08.2024 21:15;128,90;100,55;114,88;127,22;127,22;100,87;126,69;50,93;137,00;118,23;18,08;58,60;126,29;-;150,00;164,01;222,34
13.08.2024 21:15;13.08.2024 21:30;128,90;100,55;114,88;127,22;127,22;100,87;126,69;50,93;137,00;118,23;18,08;58,60;126,29;-;150,00;164,01;222,34
13.08.2024 21:30;13.08.2024 21:45;128,90;100,55;114,88;127,22;127,22;100,87;126,69;50,93;137,00;118,23;18,08;58,60;126,29;-;150,00;164,01;222,34
13.08.2024 21:45;13.08.2024 22:00;128,90;100,55;114,88;127,22;127,22;100,87;126,69;50,93;137,00;118,23;18,08;58,60;126,29;-;150,00;164,01;222,34
13.08.2024 22:00;13.08.2024 22:15;111,48;93,84;112,42;111,48;111,48;113,76;112,00;49,47;119,74;112,66;18,40;58,59;112,29;-;140,00;135,23;165,81
13.08.2024 22:15;13.08.2024 22:30;111,48;93,84;112,42;111,48;111,48;113,76;112,00;49,47;119,74;112,66;18,40;58,59;112,29;-;140,00;135,23;165,81
13.08.2024 22:30;13.08.2024 22:45;111,48;93,84;112,42;111,48;111,48;113,76;112,00;49,47;119,74;112,66;18,40;58,59;112,29;-;140,00;135,23;165,81
13.08.2024 22:45;13.08.2024 23:00;111,48;93,84;112,42;111,48;111,48;113,76;112,00;49,47;119,74;112,66;18,40;58,59;112,29;-;140,00;135,23;165,81
13.08.2024 23:00;13.08.2024 23:15;104,99;86,58;103,90;104,92;104,92;102,92;104,92;49,96;107,73;97,50;14,96;57,60;103,09;-;133,34;113,29;126,53
13.08.2024 23:15;13.08.2024 23:30;104,99;86,58;103,90;104,92;104,92;102,92;104,92;49,96;107,73;97,50;14,96;57,60;103,09;-;133,34;113,29;126,53
13.08.2024 23:30;13.08.2024 23:45;104,99;86,58;103,90;104,92;104,92;102,92;104,92;49,96;107,73;97,50;14,96;57,60;103,09;-;133,34;113,29;126,53
13.08.2024 23:45;14.08.2024 00:00;104,99;86,58;103,90;104,92;104,92;102,92;104,92;49,96;107,73;97,50;14,96;57,60;103,09;-;133,34;113,29;126,53
14.08.2024 00:00;14.08.2024 00:15;87,73;76,90;88,03;87,73;87,73;88,50;87,88;47,79;88,50;89,72;17,30;75,99;86,69;-;125,00;98,54;117,62
14.08.2024 00:15;14.08.2024 00:30;87,73;76,90;88,03;87,73;87,73;88,50;87,88;47,79;88,50;89,72;17,30;75,99;86,69;-;125,00;98,54;117,62
14.08.2024 00:30;14.08.2024 00:45;87,73;76,90;88,03;87,73;87,73;88,50;87,88;47,79;88,50;89,72;17,30;75,99;86,69;-;125,00;98,54;117,62
14.08.2024 00:45;14.08.2024 01:00;87,73;76,90;88,03;87,73;87,73;88,50;87,88;47,79;88,50;89,72;17,30;75,99;86,69;-;125,00;98,54;117,62
14.08.2024 01:00;14.08.2024 01:15;90,79;76,92;84,85;90,05;90,05;78,50;89,90;51,73;91,79;84,36;16,60;78,94;89,34;-;125,00;96,14;108,09
14.08.2024 01:15;14.08.2024 01:30;90,79;76,92;84,85;90,05;90,05;78,50;89,90;51,73;91,79;84,36;16,60;78,94;89,34;-;125,00;96,14;108,09
14.08.2024 01:30;14.08.2024 01:45;90,79;76,92;84,85;90,05;90,05;78,50;89,90;51,73;91,79;84,36;16,60;78,94;89,34;-;125,00;96,14;108,09
14.08.2024 01:45;14.08.2024 02:00;90,79;76,92;84,85;90,05;90,05;78,50;89,90;51,73;91,79;84,36;16,60;78,94;89,34;-;125,00;96,14;108,09
14.08.2024 02:00;14.08.2024 02:15;87,73;74,03;82,34;86,60;86,60;76,56;86,60;54,06;87,87;83,03;15,33;68,76;86,61;-;123,00;92,21;103,83
14.08.2024 02:15;14.08.2024 02:30;87,73;74,03;82,34;86,60;86,60;76,56;86,60;54,06;87,87;83,03;15,33;68,76;86,61;-;123,00;92,21;103,83
14.08.2024 02:30;14.08.2024 02:45;87,73;74,03;82,34;86,60;86,60;76,56;86,60;54,06;87,87;83,03;15,33;68,76;86,61;-;123,00;92,21;103,83
14.08.2024 02:45;14.08.2024 03:00;87,73;74,03;82,34;86,60;86,60;76,56;86,60;54,06;87,87;83,03;15,33;68,76;86,61;-;123,00;92,21;103,83
14.08.2024 03:00;14.08.2024 03:15;93,40;74,36;78,80;90,30;90,30;64,00;90,30;54,11;91,21;89,51;15,01;62,18;92,27;-;121,98;92,31;99,52
14.08.2024 03:15;14.08.2024 03:30;93,40;74,36;78,80;90,30;90,30;64,00;90,30;54,11;91,21;89,51;15,01;62,18;92,27;-;121,98;92,31;99,52
14.08.2024 03:30;14.08.2024 03:45;93,40;74,36;78,80;90,30;90,30;64,00;90,30;54,11;91,21;89,51;15,01;62,18;92,27;-;121,98;92,31;99,52
14.08.2024 03:45;14.08.2024 04:00;93,40;74,36;78,80;90,30;90,30;64,00;90,30;54,11;91,21;89,51;15,01;62,18;92,27;-;121,98;92,31;99,52
14.08.2024 04:00;14.08.2024 04:15;93,60;76,22;82,26;93,60;93,60;71,51;90,42;54,80;90,97;92,70;15,46;60,00;93,08;-;123,00;90,83;93,76
14.08.2024 04:15;14.08.2024 04:30;93,60;76,22;82,26;93,60;93,60;71,51;90,42;54,80;90,97;92,70;15,46;60,00;93,08;-;123,00;90,83;93,76
14.08.2024 04:30;14.08.2024 04:45;93,60;76,22;82,26;93,60;93,60;71,51;90,42;54,80;90,97;92,70;15,46;60,00;93,08;-;123,00;90,83;93,76
14.08.2024 04:45;14.08.2024 05:00;93,60;76,22;82,26;93,60;93,60;71,51;90,42;54,80;90,97;92,70;15,46;60,00;93,08;-;123,00;90,83;93,76
14.08.2024 05:00;14.08.2024 05:15;107,10;84,42;88,23;107,10;107,10;70,20;103,11;55,04;102,35;107,12;16,22;65,66;106,51;-;123,29;100,99;103,84
14.08.2024 05:15;14.08.2024 05:30;107,10;84,42;88,23;107,10;107,10;70,20;103,11;55,04;102,35;107,12;16,22;65,66;106,51;-;123,29;100,99;103,84
14.08.2024 05:30;14.08.2024 05:45;107,10;84,42;88,23;107,10;107,10;70,20;103,11;55,04;102,35;107,12;16,22;65,66;106,51;-;123,29;100,99;103,84
14.08.2024 05:45;14.08.2024 06:00;107,10;84,42;88,23;107,10;107,10;70,20;103,11;55,04;102,35;107,12;16,22;65,66;106,51;-;123,29;100,99;103,84
14.08.2024 06:00;14.08.2024 06:15;129,74;99,05;104,38;129,74;129,74;80,38;124,38;55,19;121,95;129,72;16,37;68,83;128,91;-;124,69;121,56;125,36
14.08.2024 06:15;14.08.2024 06:30;129,74;99,05;104,38;129,74;129,74;80,38;124,38;55,19;121,95;129,72;16,37;68,83;128,91;-;124,69;121,56;125,36
14.08.2024 06:30;14.08.2024 06:45;129,74;99,05;104,38;129,74;129,74;80,38;124,38;55,19;121,95;129,72;16,37;68,83;128,91;-;124,69;121,56;125,36
14.08.2024 06:45;14.08.2024 07:00;129,74;99,05;104,38;129,74;129,74;80,38;124,38;55,19;121,95;129,72;16,37;68,83;128,91;-;124,69;121,56;125,36
14.08.2024 07:00;14.08.2024 07:15;136,62;106,86;118,21;136,62;136,62;102,07;132,43;55,21;127,21;135,72;17,30;78,94;135,11;-;120,50;129,15;132,29
14.08.2024 07:15;14.08.2024 07:30;136,62;106,86;118,21;136,62;136,62;102,07;132,43;55,21;127,21;135,72;17,30;78,94;135,11;-;120,50;129,15;132,29
14.08.2024 07:30;14.08.2024 07:45;136,62;106,86;118,21;136,62;136,62;102,07;132,43;55,21;127,21;135,72;17,30;78,94;135,11;-;120,50;129,15;132,29
14.08.2024 07:45;14.08.2024 08:00;136,62;106,86;118,21;136,62;136,62;102,07;132,43;55,21;127,21;135,72;17,30;78,94;135,11;-;120,50;129,15;132,29
14.08.2024 08:00;14.08.2024 08:15;120,96;108,71;117,71;120,96;120,96;109,87;122,61;55,32;118,99;120,89;118,06;69,81;120,68;-;119,34;118,94;119,98
14.08.2024 08:15;14.08.2024 08:30;120,96;108,71;117,71;120,96;120,96;109,87;122,61;55,32;118,99;120,89;118,06;69,81;120,68;-;119,34;118,94;119,98
14.08.2024 08:30;14.08.2024 08:45;120,96;108,71;117,71;120,96;120,96;109,87;122,61;55,32;118,99;120,89;118,06;69,81;120,68;-;119,34;118,94;119,98
14.08.2024 08:45;14.08.2024 09:00;120,96;108,71;117,71;120,96;120,96;109,87;122,61;55,32;118,99;120,89;118,06;69,81;120,68;-;119,34;118,94;119,98
14.08.2024 09:00;14.08.2024 09:15;108,79;90,08;105,51;108,79;108,79;90,00;113,29;54,95;106,23;108,66;20,86;65,54;108,29;-;116,50;105,19;107,20
14.08.2024 09:15;14.08.2024 09:30;108,79;90,08;105,51;108,79;108,79;90,00;113,29;54,95;106,23;108,66;20,86;65,54;108,29;-;116,50;105,19;107,20
14.08.2024 09:30;14.08.2024 09:45;108,79;90,08;105,51;108,79;108,79;90,00;113,29;54,95;106,23;108,66;20,86;65,54;108,29;-;116,50;105,19;107,20
14.08.2024 09:45;14.08.2024 10:00;108,79;90,08;105,51;108,79;108,79;90,00;113,29;54,95;106,23;108,66;20,86;65,54;108,29;-;116,50;105,19;107,20
14.08.2024 10:00;14.08.2024 10:15;83,08;73,57;85,85;83,08;64,85;75,00;100,00;54,90;82,59;82,73;20,31;76,95;83,05;-;115,29;81,99;82,54
14.08.2024 10:15;14.08.2024 10:30;83,08;73,57;85,85;83,08;64,85;75,00;100,00;54,90;82,59;82,73;20,31;76,95;83,05;-;115,29;81,99;82,54
14.08.2024 10:30;14.08.2024 10:45;83,08;73,57;85,85;83,08;64,85;75,00;100,00;54,90;82,59;82,73;20,31;76,95;83,05;-;115,29;81,99;82,54
14.08.2024 10:45;14.08.2024 11:00;83,08;73,57;85,85;83,08;64,85;75,00;100,00;54,90;82,59;82,73;20,31;76,95;83,05;-;115,29;81,99;82,54
14.08.2024 11:00;14.08.2024 11:15;77,24;70,85;82,30;77,24;64,76;76,01;94,30;55,05;77,96;77,15;17,97;78,99;77,65;-;110,64;77,67;77,59
14.08.2024 11:15;14.08.2024 11:30;77,24;70,85;82,30;77,24;64,76;76,01;94,30;55,05;77,96;77,15;17,97;78,99;77,65;-;110,64;77,67;77,59
14.08.2024 11:30;14.08.2024 11:45;77,24;70,85;82,30;77,24;64,76;76,01;94,30;55,05;77,96;77,15;17,97;78,99;77,65;-;110,64;77,67;77,59
14.08.2024 11:45;14.08.2024 12:00;77,24;70,85;82,30;77,24;64,76;76,01;94,30;55,05;77,96;77,15;17,97;78,99;77,65;-;110,64;77,67;77,59
14.08.2024 12:00;14.08.2024 12:15;72,85;64,34;77,45;72,85;35,87;75,78;83,04;55,19;74,90;68,85;17,46;72,87;73,49;-;108,92;75,78;77,14
14.08.2024 12:15;14.08.2024 12:30;72,85;64,34;77,45;72,85;35,87;75,78;83,04;55,19;74,90;68,85;17,46;72,87;73,49;-;108,92;75,78;77,14
14.08.2024 12:30;14.08.2024 12:45;72,85;64,34;77,45;72,85;35,87;75,78;83,04;55,19;74,90;68,85;17,46;72,87;73,49;-;108,92;75,78;77,14
14.08.2024 12:45;14.08.2024 13:00;72,85;64,34;77,45;72,85;35,87;75,78;83,04;55,19;74,90;68,85;17,46;72,87;73,49;-;108,92;75,78;77,14
14.08.2024 13:00;14.08.2024 13:15;75,38;63,24;76,33;75,38;26,32;76,44;77,00;55,64;78,55;66,15;16,96;70,52;76,32;-;106,42;80,58;84,51
14.08.2024 13:15;14.08.2024 13:30;75,38;63,24;76,33;75,38;26,32;76,44;77,00;55,64;78,55;66,15;16,96;70,52;76,32;-;106,42;80,58;84,51
14.08.2024 13:30;14.08.2024 13:45;75,38;63,24;76,33;75,38;26,32;76,44;77,00;55,64;78,55;66,15;16,96;70,52;76,32;-;106,42;80,58;84,51
14.08.2024 13:45;14.08.2024 14:00;75,38;63,24;76,33;75,38;26,32;76,44;77,00;55,64;78,55;66,15;16,96;70,52;76,32;-;106,42;80,58;84,51
14.08.2024 14:00;14.08.2024 14:15;74,71;61,36;75,02;74,71;16,77;75,59;74,74;55,91;79,88;58,96;16,77;70,31;76,26;-;107,81;83,32;90,19
14.08.2024 14:15;14.08.2024 14:30;74,71;61,36;75,02;74,71;16,77;75,59;74,74;55,91;79,88;58,96;16,77;70,31;76,26;-;107,81;83,32;90,19
14.08.2024 14:30;14.08.2024 14:45;74,71;61,36;75,02;74,71;16,77;75,59;74,74;55,91;79,88;58,96;16,77;70,31;76,26;-;107,81;83,32;90,19
14.08.2024 14:45;14.08.2024 15:00;74,71;61,36;75,02;74,71;16,77;75,59;74,74;55,91;79,88;58,96;16,77;70,31;76,26;-;107,81;83,32;90,19
14.08.2024 15:00;14.08.2024 15:15;81,74;69,38;73,01;81,74;81,74;65,61;79,32;57,07;86,24;62,32;16,83;75,75;83,58;-;114,65;89,79;99,89
14.08.2024 15:15;14.08.2024 15:30;81,74;69,38;73,01;81,74;81,74;65,61;79,32;57,07;86,24;62,32;16,83;75,75;83,58;-;114,65;89,79;99,89
14.08.2024 15:30;14.08.2024 15:45;81,74;69,38;73,01;81,74;81,74;65,61;79,32;57,07;86,24;62,32;16,83;75,75;83,58;-;114,65;89,79;99,89
14.08.2024 15:45;14.08.2024 16:00;81,74;69,38;73,01;81,74;81,74;65,61;79,32;57,07;86,24;62,32;16,83;75,75;83,58;-;114,65;89,79;99,89
14.08.2024 16:00;14.08.2024 16:15;94,36;76,73;81,22;94,36;94,36;69,98;91,02;55,99;93,90;78,18;17,00;70,92;97,06;-;118,50;101,22;119,82
14.08.2024 16:15;14.08.2024 16:30;94,36;76,73;81,22;94,36;94,36;69,98;91,02;55,99;93,90;78,18;17,00;70,92;97,06;-;118,50;101,22;119,82
14.08.2024 16:30;14.08.2024 16:45;94,36;76,73;81,22;94,36;94,36;69,98;91,02;55,99;93,90;78,18;17,00;70,92;97,06;-;118,50;101,22;119,82
14.08.2024 16:45;14.08.2024 17:00;94,36;76,73;81,22;94,36;94,36;69,98;91,02;55,99;93,90;78,18;17,00;70,92;97,06;-;118,50;101,22;119,82
14.08.2024 17:00;14.08.2024 17:15;105,59;86,77;86,74;105,59;105,59;69,47;100,80;57,28;110,96;115,13;18,96;72,64;111,28;-;125,00;113,01;130,45
14.08.2024 17:15;14.08.2024 17:30;105,59;86,77;86,74;105,59;105,59;69,47;100,80;57,28;110,96;115,13;18,96;72,64;111,28;-;125,00;113,01;130,45
14.08.2024 17:30;14.08.2024 17:45;105,59;86,77;86,74;105,59;105,59;69,47;100,80;57,28;110,96;115,13;18,96;72,64;111,28;-;125,00;113,01;130,45
14.08.2024 17:45;14.08.2024 18:00;105,59;86,77;86,74;105,59;105,59;69,47;100,80;57,28;110,96;115,13;18,96;72,64;111,28;-;125,00;113,01;130,45
14.08.2024 18:00;14.08.2024 18:15;111,48;109,92;110,43;111,48;111,48;110,44;111,48;59,62;112,93;146,82;108,80;100,63;125,03;-;158,00;152,25;239,13
14.08.2024 18:15;14.08.2024 18:30;111,48;109,92;110,43;111,48;111,48;110,44;111,48;59,62;112,93;146,82;108,80;100,63;125,03;-;158,00;152,25;239,13
14.08.2024 18:30;14.08.2024 18:45;111,48;109,92;110,43;111,48;111,48;110,44;111,48;59,62;112,93;146,82;108,80;100,63;125,03;-;158,00;152,25;239,13
14.08.2024 18:45;14.08.2024 19:00;111,48;109,92;110,43;111,48;111,48;110,44;111,48;59,62;112,93;146,82;108,80;100,63;125,03;-;158,00;152,25;239,13
14.08.2024 19:00;14.08.2024 19:15;161,41;136,55;132,54;161,41;161,41;115,77;155,00;57,09;118,97;212,06;157,54;64,09;166,16;-;180,00;199,13;377,91
14.08.2024 19:15;14.08.2024 19:30;161,41;136,55;132,54;161,41;161,41;115,77;155,00;57,09;118,97;212,06;157,54;64,09;166,16;-;180,00;199,13;377,91
14.08.2024 19:30;14.08.2024 19:45;161,41;136,55;132,54;161,41;161,41;115,77;155,00;57,09;118,97;212,06;157,54;64,09;166,16;-;180,00;199,13;377,91
14.08.2024 19:45;14.08.2024 20:00;161,41;136,55;132,54;161,41;161,41;115,77;155,00;57,09;118,97;212,06;157,54;64,09;166,16;-;180,00;199,13;377,91
14.08.2024 20:00;14.08.2024 20:15;218,92;163,23;149,28;218,92;218,92;109,02;205,38;55,93;121,92;230,33;200,00;61,30;224,51;-;175,00;443,58;350,07
14.08.2024 20:15;14.08.2024 20:30;218,92;163,23;149,28;218,92;218,92;109,02;205,38;55,93;121,92;230,33;200,00;61,30;224,51;-;175,00;443,58;350,07
14.08.2024 20:30;14.08.2024 20:45;218,92;163,23;149,28;218,92;218,92;109,02;205,38;55,93;121,92;230,33;200,00;61,30;224,51;-;175,00;443,58;350,07
14.08.2024 20:45;14.08.2024 21:00;218,92;163,23;149,28;218,92;218,92;109,02;205,38;55,93;121,92;230,33;200,00;61,30;224,51;-;175,00;443,58;350,07
14.08.2024 21:00;14.08.2024 21:15;148,70;113,02;126,79;148,70;148,70;114,26;143,89;58,01;136,27;141,93;16,98;60,81;146,87;-;162,00;181,76;190,06
14.08.2024 21:15;14.08.2024 21:30;148,70;113,02;126,79;148,70;148,70;114,26;143,89;58,01;136,27;141,93;16,98;60,81;146,87;-;162,00;181,76;190,06
14.08.2024 21:30;14.08.2024 21:45;148,70;113,02;126,79;148,70;148,70;114,26;143,89;58,01;136,27;141,93;16,98;60,81;146,87;-;162,00;181,76;190,06
14.08.2024 21:45;14.08.2024 22:00;148,70;113,02;126,79;148,70;148,70;114,26;143,89;58,01;136,27;141,93;16,98;60,81;146,87;-;162,00;181,76;190,06
14.08.2024 22:00;14.08.2024 22:15;120,43;97,75;112,91;120,43;120,43;108,54;118,65;55,90;119,49;117,68;18,70;63,02;119,50;-;139,99;121,65;128,73
14.08.2024 22:15;14.08.2024 22:30;120,43;97,75;112,91;120,43;120,43;108,54;118,65;55,90;119,49;117,68;18,70;63,02;119,50;-;139,99;121,65;128,73
14.08.2024 22:30;14.08.2024 22:45;120,43;97,75;112,91;120,43;120,43;108,54;118,65;55,90;119,49;117,68;18,70;63,02;119,50;-;139,99;121,65;128,73
14.08.2024 22:45;14.08.2024 23:00;120,43;97,75;112,91;120,43;120,43;108,54;118,65;55,90;119,49;117,68;18,70;63,02;119,50;-;139,99;121,65;128,73
14.08.2024 23:00;14.08.2024 23:15;109,95;89,06;100,08;109,95;109,95;94,18;108,00;55,80;108,59;108,38;15,15;60,27;109,26;-;127,07;109,13;113,85
14.08.2024 23:15;14.08.2024 23:30;109,95;89,06;100,08;109,95;109,95;94,18;108,00;55,80;108,59;108,38;15,15;60,27;109,26;-;127,07;109,13;113,85
14.08.2024 23:30;14.08.2024 23:45;109,95;89,06;100,08;109,95;109,95;94,18;108,00;55,80;108,59;108,38;15,15;60,27;109,26;-;127,07;109,13;113,85
14.08.2024 23:45;15.08.2024 00:00;109,95;89,06;100,08;109,95;109,95;94,18;108,00;55,80;108,59;108,38;15,15;60,27;109,26;-;127,07;109,13;113,85
15.08.2024 00:00;15.08.2024 00:15;110,33;85,32;85,00;110,33;110,33;69,47;104,50;57,47;105,98;109,13;7,80;68,77;109,77;-;125,50;105,71;111,33
15.08.2024 00:15;15.08.2024 00:30;110,33;85,32;85,00;110,33;110,33;69,47;104,50;57,47;105,98;109,13;7,80;68,77;109,77;-;125,50;105,71;111,33
15.08.2024 00:30;15.08.2024 00:45;110,33;85,32;85,00;110,33;110,33;69,47;104,50;57,47;105,98;109,13;7,80;68,77;109,77;-;125,50;105,71;111,33
15.08.2024 00:45;15.08.2024 01:00;110,33;85,32;85,00;110,33;110,33;69,47;104,50;57,47;105,98;109,13;7,80;68,77;109,77;-;125,50;105,71;111,33
15.08.2024 01:00;15.08.2024 01:15;109,66;81,84;78,41;109,66;109,66;59,32;102,71;57,16;105,39;104,13;5,86;58,00;109,96;-;139,48;105,15;111,68
15.08.2024 01:15;15.08.2024 01:30;109,66;81,84;78,41;109,66;109,66;59,32;102,71;57,16;105,39;104,13;5,86;58,00;109,96;-;139,48;105,15;111,68
15.08.2024 01:30;15.08.2024 01:45;109,66;81,84;78,41;109,66;109,66;59,32;102,71;57,16;105,39;104,13;5,86;58,00;109,96;-;139,48;105,15;111,68
15.08.2024 01:45;15.08.2024 02:00;109,66;81,84;78,41;109,66;109,66;59,32;102,71;57,16;105,39;104,13;5,86;58,00;109,96;-;139,48;105,15;111,68
15.08.2024 02:00;15.08.2024 02:15;105,30;77,91;74,21;105,30;105,30;55,29;98,37;56,69;102,60;95,05;4,20;54,01;105,95;-;130,50;103,31;111,81
15.08.2024 02:15;15.08.2024 02:30;105,30;77,91;74,21;105,30;105,30;55,29;98,37;56,69;102,60;95,05;4,20;54,01;105,95;-;130,50;103,31;111,81
15.08.2024 02:30;15.08.2024 02:45;105,30;77,91;74,21;105,30;105,30;55,29;98,37;56,69;102,60;95,05;4,20;54,01;105,95;-;130,50;103,31;111,81
15.08.2024 02:45;15.08.2024 03:00;105,30;77,91;74,21;105,30;105,30;55,29;98,37;56,69;102,60;95,05;4,20;54,01;105,95;-;130,50;103,31;111,81
15.08.2024 03:00;15.08.2024 03:15;94,74;72,69;70,71;94,74;94,74;55,89;89,37;54,92;90,91;92,89;3,90;57,56;93,98;-;125,40;91,05;97,50
15.08.2024 03:15;15.08.2024 03:30;94,74;72,69;70,71;94,74;94,74;55,89;89,37;54,92;90,91;92,89;3,90;57,56;93,98;-;125,40;91,05;97,50
15.08.2024 03:30;15.08.2024 03:45;94,74;72,69;70,71;94,74;94,74;55,89;89,37;54,92;90,91;92,89;3,90;57,56;93,98;-;125,40;91,05;97,50
15.08.2024 03:45;15.08.2024 04:00;94,74;72,69;70,71;94,74;94,74;55,89;89,37;54,92;90,91;92,89;3,90;57,56;93,98;-;125,40;91,05;97,50
